dialog_id,summary_piece,position_index
13716854,Sophia is sad to have missed it.,1
13716856,Sheri went ice swimming with her friend and wants to do it again.,0
13716856,Eileen wouldn't dare but wants to have a look.,1
13716856,Roddy will let them know.,2
13716985,Isla will order a calendar and Emmeline will order a calendar and a pink pen with flowers.,0
13716985,"Isla, Emmeline and maybe Nora are going to place an order together next week.",1
13716993,They are meeting in La Tienda de la Cerveza bar next to La Latina metro station.,0
13716993,Marga compares this bar to disgusting and dirty bars in Madrid.,1
13716993,"Alfonso, Marga and Clair are meeting up for breakfast tomorrow, at 9:00.",2
13716993,They are meeting at 9 o'clock sharp.,3
13716993,They will meet on Saturday at 9am.,4
13716993,Claire is looking forward to see her friends.,5
13716994,She is upset because Rob is ignoring her messages.,0
13716994,Marisa is dating Rob.,1
13716996,"Mike, Anna, Ben and Harry want to start a book challenge.",0
13716996,"They will have to read 24 books in a year, which means 2 books each month.",1
13716996,There might be about 200 books.,2
13716996,"They will discuss the books they have read, recommend and swap books.",3
13716996,They're going to invite Mike as well.,4
13716996,He plans to play basketball with Mike one day.,5
13717020,"Confused with the declaration in June and having the option to choose classes in August, Aga, Maria, Iga, Przemek, Ehefan, and Rohit want to resign from the classes, but the dean says no.",0
13717051,Laura's boyfriend made her brownies and tomato soup.,0
13717051,Laura and Sarah cheer her up.,1
13717051,Laura and Raquel have got a cold.,2
13717051,Raquel is all alone at home and her last boyfriend was very selfish.,3
13717068,"Before Christmas, Jackie's family gather and discuss what Christmas presents they want to get.",0
13717068,"They make a list, put it on the table, and people cross out the items they already bought for someone.",1
13717074,Mark and Tim won't make it today.,0
13717074,Tim and Jada can't come.,1
13717074,Martha is at Mark's studying.,2
13717092,Igor fell asleep during the lecture.,0
13717092,Alexander finds Mr Linda's voice monotonous.,1
13717092,The discussion is inconclusive.,2
13717092,Casper reckons it's a waste of time.,3
13717092,They are going to meet near the university and go somewhere else instead.,4
13717114,"Beth, Poppy, Molly and Pauline love their children but they don't enjoy motherhood.",0
13717114,Beth wants to talk about it more often.,1
13717130,"Anna, Sue and Jo will take the kids to the Christmas market on Saturday.",0
13717142,"Richmond finds the last episode traumatic, Daphne and Penelope cried while watching it, while Richie finds it boring.",0
13717142,"It turns out Richie was watching the UK version, while the others were watching the US version of QaF, so they were talking about a different episode.",1
13717148,"Russell and Amber are in Innsbruck, they love it.",0
13717148,Russel and Amber are on a trip in the Alps.,1
13717148,They're visiting Innsbruck today.,2
13717148,Helmut used to visit Innsbruck every week for work.,3
13717148,"There's no Starbucks in Innsbruck, so Amber and Russel have to go to a traditional Austrian coffee house.",4
13717148,Helmut used to go to Innsbruck every week.,5
13717148,"Helmut tells Russell there is no Starbucks, they should try the Austrian coffee shops.",6
13717150,Lynn is afraid to talk to her manager about her work stress.,0
13717150,Lynn wants to look for a new job as the new manager puts too much pressure on her.,1
13717150,Gabriela and Betty advise Lynn to talk to her anyway.,2
13717156,Anca and Kamil are interested in culture and want to see some New York landmarks.,0
13717156,They are planning to go to Sisal and Uxmal.,1
13717157,Peter sent an email explaining 3 options and wants to make a decision.,0
13717157,Stella is in for Place 2 and she is going with her dogs.,1
13717157,Kim and Luke are confused.,2
13717171,Darren is at the taco shop and offers to get something for his children.,0
13717171,"Dana takes 2 baja tacos, 1 brisket, queso and diet coke.",1
13717171,Ron wants chicken quesadilla.,2
13717172,"Tommy, Kim and Liz are planning to give their professors thank you notes, as it's their last semester.",0
13717172,They will go to a shop that sells cards tomorrow and later come up with the wishes.,1
13717184,Will is in Cancun and he is drinking bloody marys.,0
13717184,It's raining.,1
13717184,"He tried many types of tequila and avocados, which he will bring for his friends.",2
13717184,"Except from chocolate tequila and avocado, Lu also wants a magnet.",3
13717191,"Sarah, Zoe, George, Daniel and Jake will meet at 7 pm to play some music together.",0
13717191,"George has some new ideas, which he will show the other people.",1
13717191,They decide to go to see a documentary about Afghanistan at 7.30.,2
13717200,"Jenny, Rose and Nancy are excited about Meghan's pregnancy and the announcement of it a day after Eugenie's wedding..",0
13717200,They don't like the fact that the pregnancy was announced a day after Eugenie's wedding.,1
13717200,"As she didn't really enjoy the wedding, the accident made it more fun, but overall she is happy that nothing particularly serious happened to her.",2
13717228,Agnes wants to throw a baby shower for Ursula and suggests designer clothes as a gift.,0
13717228,Alice opts for more practical gifts so Kathy suggests a compromise.,1
13717228,Agnes removed Alice from the conversation.,2
13717228,Kathy thinks it was mean but wants to move on.,3
13717255,"Marsha, Jonas and Lara are going to a pub.",0
13717255,They are going to meet on the market square at 8 PM.,1
13717255,Jacob will join them at 8:30.,2
13717255,Hannah and Jeff cannot come.,3
13717260,"John, Mike, Rachel and Tom are throwing a surprise party for Laura on Saturday.",0
13717260,Everyone will prepare costumes on their own.,1
13717260,They are planning to put up decorations while Tom's out of the house with Susan and invite several people.,2
13717287,They have a preference for Harry and Meg over William and Kate.,0
13717288,Chrissy feels bad for Kim.,0
13717288,Barb will set up a date with Kim and her boyfriend to check him out.,1
13717288,Chris would like to date her.,2
13717288,He's handsome.,3
13717288,Shirley doesn't like Kim's new boyfriend because he acts as if he was better than everyone else.,4
13717291,Acker will give Jetta chess lessons.,0
13717291,Dayton's grandpa used to teach him.,1
13717291,"Acker, Jetta and Dayton will meet to practice before the tournament starts at 4.",2
13717301,Steven wants to discuss with his children a gift for Mum's birthday.,0
13717301,They will buy a spa break.,1
13717301,Lesley mentions a spa break.,2
13717301,Margaret suggests a food processor.,3
13717320,Renovation works at Gillian's and Brad's new apartment are taking too long.,0
13717320,The management at his company refuses to hire any new employees despite the growing workload.,1
13717320,She will be staying in Westin starting Wednesday.,2
13717320,They do not like the attitude of the owner of Ferguson Renovations but have to cope with him because they are pressed for time.,3
13717323,Annette and Tim could stay in Florence longer than planned.,0
13717323,They can stay at Andrea's because his room-mate is away.,1
13717323,They will visit the monastery and attend a concert together.,2
13717323,They are meeting Andrea at Santa Croce square at 6 pm.,3
13717330,He will call mum later.,0
13717330,She will talk to them separately after school.,1
13717338,Daniel is collecting the presentations from Start Mangt to send them to the professor by Sunday.,0
13717338,He has received 31 e-mails out of 51 so far.,1
13717339,"Pat found dad's old Atari computer, it's still working.",0
13717339,"Pat, Drew and Jack talk about River Raid, Final Fantasy VII games, how they like them.",1
13717339,Jack quotes Finnish metal band lyrics.,2
13727545,Jim has one more semester at school and he is filling out a job application.,0
13727545,"Mary misses him and she will be in town for some Christmas shopping, so they will meet on Tuesday at 7pm.",1
13727546,"Wanda is mad at Isho, because he said bad things about the girls.",0
13727554,Lancastrians are weird.,0
13727554,Diet drinks taste bad.,1
13727554,The new ad of Diet Coke is hilarious.,2
13727554,Barnaby's work in Blackburn is much the sam as in Halifax.,3
13727554,Barnaby is missed at work.,4
13727554,They will be in touch.,5
13727562,Days are gloomy.,0
13727562,Max and Mia will meet this weekend.,1
13727562,Max has to do his workout outside next week.,2
13727562,Next week it will be sunnier but colder.,3
13727562,She is not a fan of running.,4
13727563,Elias and Sheridan are highly critical of her pink fridge.,0
13727563,Pink and grey do not combine well and grey is not fashionable anymore.,1
13727570,She goes there on foot.,0
13727570,Pat booked a table at a restaurant overlooking the Colosseum.,1
13727570,"Emma is envious, but she was in Rome many times.",2
13727570,Pat is packing for Rome.,3
13727573-1,Alejandro and Luz are going to meet in 2 weeks for the first time.,0
13727573-1,Luz knows Alejandro very well already.,1
13727573-1,Luz will be there on the 20th of December at 4PM.,2
13727573-1,Alejandro will pick her up.,3
13727576,Frank wants to authenticate Canadian documents during a stay in Finland.,0
13727594,Anne had a nice day.,0
13727594,"After school, she went out with Mary and Theresa to a coffee shop.",1
13727594,Jason is busy and doesn't want to talk to Anne.,2
13727638,William became unconscious in mall due to low blood pressure.,0
13727638,He will see a doctor in few days.,1
13727652,Steve got there with family about 3.,0
13727652,They want Rob to bring pizza and Chinese food.,1
13727652,They want to eat about 6-6.30.,2
13727652,Rob and Steve will go to a pub tomorrow.,3
13727652,Rob will stop at 2 places to get food for the family.,4
13727661,Denis is a bit hangover.,0
13727661,Yesterday Jake was really drunk and Denis had to help him enter a cab.,1
13727661,Jake almost fell asleep at the party and drank a couple of shots.,2
13727661,Jake didn't eat anything since 4 that day.,3
13727661,Jake and Denis will eat something before they drink next time.,4
13727672,Louise and Pete booked the village hall for Lara's 18th birthday.,0
13727672,Friends visited her.,1
13727672,"They left her there with guests, who devastated the place and got crazy.",2
13727672,"Pete came back at 11, stopped the party, and punished Lara.",3
13727676,"Greg will not go to the sales, even though on Sunday he agreed to go.",0
13727676,Lynn is dissapointed.,1
13727683,Shawn has booked a single room on the ground floor for four nights from 3 till 6 May.,0
13727688,"The weather is cloudy with a bit of sun, no rain though.",0
13727688,"The weather is awful, which makes Gina and June unhappy.",1
13727688,"Gina wants to call in sick and stay at home with Netflix, whereas June is already at work.",2
13727688,"Gina tried taking pills to get rid of the winter depression, but it didn't work so she waits till March comes.",3
13727697,Penny got herself macrame cords as birthday gift.,0
13727697,She will make macrame for Andy and his mum.,1
13727697,"Penny's new job is going well, unlike her Master's thesis.",2
13727715,Stella has to go shoppping tonight.,0
13727715,It's a busy Monday at work.,1
13727731,Gail hasn't heard about Game of Thrones.,0
13727731,Kyle recommended watching it.,1
13727731,Martin is the author of the books the series is based on.,2
13727731,Kyle sent Gail the link where he can watch the series.,3
13727772-1,"He will be a road cop, and he will still do some personal training for his clients.",0
13727772-1,"Travis hated owning a gym, it was a big responsibility.",1
13727786,"Marika had her leather bag cleaned recently and was happy with it, so Omiko would like to use the same service.",0
13727786,Omiko wants to get her leather gloves cleaned.,1
13727786,Omiko is fine with that.,2
13727786,Marika gives her the address but warns her that it might be expensive.,3
13727813,"Hayden is full after the big Thanksgiving party with his family, including his cousin Trevor.",0
13727814,Jackie has been shaking all day.,0
13727814,"She should go to sleep early, not worry too much and drink tea and water instead of coffee.",1
13727823-1,The store employee sent him some pictures for reference.,0
13727823-1,"By Amanda's recommendation, Cynthia will have the passport photos of the kids taken in the photo shop in keynsham.",1
13727823-1,Cynthia will drop by at Amanda's on Sunday at 11 to countersign PP photos.,2
13727829,Rachel and Ben split up recently but she doesn't want to discuss it.,0
13727829,"Daniel and Amy broke up, too.",1
13727829,"Rachel will bring some food to the party, Daniel will bring something to drink.",2
13727853,Jane knew from the beginning that they were not a good match.,0
13727853,Jane is going to support Jen.,1
13727853,Jen is about to break up with her boyfriend.,2
13727862,Imogen woke up early and cannot get back to sleep because she is nervous and excited that her parents want her to join their business.,0
13727862,Nathan is coming over tonight.,1
13727862,They will eat lasagna and chocolate ice cream.,2
13727863,The girl to Paul's right is attractive.,0
13727863,He's picking her up.,1
13727863,"Paul might try flirting with her, although he's not sure, as she has already slept with Chaz the other night.",2
13727864,Riley has found the dress Adie wants at another store where it's on sale.,0
13727864,Riley will buy it for Adie.,1
13727864,Adie wears medium size.,2
13727866,Caroline has planned the whole trip.,0
13727866,"They arrive at 4, take a 40 min bus ride to the hotel.",1
13727866,Then they change and go for a walk around the Vatican City.,2
13727866,"The next day they will get up around 7:30 and see the castle of Saint Angel, the Di Trevi fountain, Spanish Steps, Piazza Navona and the Colosseum.",3
13727874,Mason is going to teach Leah and Ed how to use the new machine at 3.,0
13727874,Leah is worried that Ed doesn't like her.,1
13727874,Mason reminds Leah to wear her safety stuff.,2
13727903,"Alice fancies Fred, she will invite him and a bunch of other coworkers.",0
13727903,Poppy and Alice are meeting for drinks after work at Nick's at 5:30.,1
13727929,John and Hamish haven't seen each other for  about 25 years.,0
13727929,"John lives in Nottingham, Hamish in Hull.",1
13727929,"Anna works at university, they have 4 kids with Hamish.",2
13727929,"John broke up with Zoe 10 years ago, now he is married to Zara and they have a son, Stefan, called Spike.",3
13727929,John runs a homeless shelter.,4
13727929,He might organize a meetup this weekend.,5
13727952,Pat used to work at Lister's Fine Clothing in the 1970s and 80s.,0
13727952,Pat left in 1984 to run a pub with Jonathan.,1
13727952,"Sandra met with Brenda Riley last weekend, they plan a reunion.",2
13727952,Pat does not have kids and is retired.,3
13727952,She travelled with Jon to Oz and Thailand.,4
13727952,Pat hasn't seen Sandra in about 35 years.,5
13727957,Stanley is very enthusiastic because the weekend begins.,0
13727957,Marie doesn't share the enthusiasm as she has to work all the weekend.,1
13727957,Stanley isn't going to do anything at the weekend.,2
13727957,Marie is renovating.,3
13727966,Granny will arrive for a lunch with Flora.,0
13727966,Flora will put the boys' clothes in the washing machine.,1
13727966,Flora took a flight.,2
13727966,Granny visited Franz who gave her vegetables from his garden and the old wake board.,3
13727966,"She would rather skip it, because she doesn't like grandma's food.",4
13727968,Cate is buying a dark brown suit for RS 395.,0
13727968,Cate is looking for dark brown cloth for a suit.,1
13727968,The suit will be ready on Tuesday.,2
13728004,"When Rob is bored, he watches gifs with sound videos on youtube.",0
13728004,Boredom is a comfort for him.,1
13728004,They just want to rest and do nothing.,2
13728073,"Ruth got lost, but Freya told her which way to go.",0
13728091,Linda loves Sarah's lipstick.,0
13728091,Linda expects Sarah to come home soon.,1
13728091,Sarah doesn't want Linda to interfere in her relationship.,2
13728094,"Sam is confused, because he overheard Rick complaining about him as a roommate.",0
13728094,Naomi thinks Sam should talk to Rick.,1
13728096,"Luckily, Peter did not hurt anyone, including himself.",0
13728096,He will try to have it fixed before calling the insurance company.,1
13728096,"Peter had an accident on the road, and he destroyed his car.",2
13728101,"Michael is returning from trip to Argentina, Brazil and Chile.",0
13728101,"Michael doesn't like his job, he thinks of quitting it and leaving London.",1
13728101,Kai's been very busy recently.,2
13728101,She has a conference on 8th of December.,3
13728120,Ali's not been feeling well recently.,0
13728120,He has no time for exercises because he's been studying all the time.,1
13728120,Bassy advised him to do exercises on regular basis to feel better.,2
13728126,Tommy is in the Strand Bookstore.,0
13728126,He will buy a comic book about abortion for her which costs 30$.,1
13728130,The tumor under his eye broke.,0
13728130,Sue's pet has a cancer.,1
13728131,Leila bought a bag for her Mom.,0
13728131,She will give it to Samantha tomorrow who will give it to Leila's mom.,1
13728131,She'll look again or order it online.,2
13728131,Mom will come to her on Friday afternoon.,3
13728150,Victor applied for a position of an engineer in a company in Pakistan.,0
13728179-1,Emma obtained the tickets for the next month's concert.,0
13728179-1,She booked seats in the centre of the fourth row.,1
13728179-1,Jess offers to take care of the tickets due to Emma's tendency to lose things.,2
13728179-1,"Tickets are electronic, though and Emma sends them to Jess who'll print them.",3
13728180,Iris finds the new manageress bossy.,0
13728180,Steve claims that the manageress acts as she should act and she's an attractive woman which might be the reason Iris is prejudiced against her.,1
13728180,Steve suggests that time will show what kind of boss the manager really is.,2
13728180,Mark proposed.,3
13728180,Mark came back from India.,4
13728188-1,"Marco and Carlos are angry, because people living in Venezuela are starving.",0
13728188-1,Most European airlines stopped flying to Venezuela.,1
13728203,Adam has just taken the algebra final exam.,0
13728203,There were 15 questions.,1
13728203,"They concerned quadratic formula, absolute value inequalities and exponentials.",2
13728203,Samuel wants to take the exam next week.,3
13728208-1,Ric will let Sonia copy Doctor Who season 8 and 9.,0
13728208-1,Sonia may come over to Ric's place to watch movies.,1
13728220,"The foxes opened some bin bags and made a mess, but they do not bother Julian.",0
13728220,Julian has two foxes in his garden.,1
13728229,"Sebastian is very happy with his life, and shares this happiness with Kevin.",0
13728237,Mary and Jose will try and find affordable holiday options.,0
13728237,Condor has good offers but it is still difficult to find something below 700 euros.,1
13728245,Vera invited some colleagues from her new job to a get-together party.,0
13728245,Olga recommends a game called Mafia.,1
13728245,Vera wants Olga to join the party on Friday evening.,2
13728255,Ana is not able to make friends in Barcelona.,0
13728255,Ruben and her friends will come to visit.,1
13728259-1,Laura was asked by her mother to buy groceries.,0
13728259-1,"Laura wants Martha to help her, because she has to finish a school project.",1
13728259-1,"They are going to buy food, drink and some cleaning stuff.",2
13728259-1,"Martha will buy pancakes, syrup, milk, chips, pork, chicken, 4 salmon fillets and 4 catfish fillets.",3
13728301,Martha and Daniel are analyzing three sample invitations.,0
13728313,Kim needs to get some fresh fish in Warsaw.,0
13728313,Kim will try to convince her parents to do the same system.,1
13728313,Kim was OK with that.,2
13728313,Kim will ask at restaurants about their source.,3
13728313,Kim is planning something special but won't share any details with Margot for now.,4
13728314,"Lynn should get some info on the effects, Colin will check ad agencies that could be helpful and Bert will contact the lawyers.",0
13728314,Ryan has a new colleague that he's training for the job.,1
13728322,Abigail needs Jacob's opinion on which haircut she should get.,0
13728322,Abigail will go for the last one.,1
13728325,Pearl and Vince are going to a dance party tonight.,0
13728325,Vince will dress in an old suit and a patterned tie.,1
13728325,Pearl and her first husband won a dancing competition in Blackpool in 1968.,2
13728329,Jon will probably go with aunt Shayla on the 20th Dec. Dad wants Jon to book the flights asap.,0
13728329,Jon won't be bringing Shyann as she is going to her parents for Christmas.,1
13728354,Megan is looking for a room to rent for her and Paul.,0
13728354,"Megan found a perfect place, but Paul thinks it is too expensive.",1
13728354,"She doesn't want to ask Paul for help, because she's too shy.",2
13728354,Paul explains how to do it in detail.,3
13728354,Paul is going to help Megan with finding a better offer.,4
13728371,She will send Patricia the details.,0
13728371,Lynn and Martin will probably go to Portugal with their friends.,1
13728371,Martin will take care of the hotel.,2
13728371,Jane will handle transport and food and Lynn will deal with the best places to visit and to party.,3
13728383,Neither Francesca nor Jacob can sleep.,0
13728383,Jacob has suicidal thoughts.,1
13728412,Maggie and David will join Nick for the comic con this year.,0
13728412,Maggie will dress up as Wonder Woman and David might dress up as Superman.,1
13728412,Maggie will call Nick for details.,2
13728450,Chris wants to go to Berlin that weekend as there is a Black Friday deal on concert tickets.,0
13728450,Noah will let Chris know by the end of the day.,1
13728453,Amy will probably stay in Vancouver for the entire summer.,0
13728453,Michael is staying in Guangzhou but will be in Vancouver in a month for one day.,1
13728483,Joan can't come because she is sick.,0
13728509,Clara is rewatching Dear White People and strongly recommends it to Neela.,0
13728519,Meryl got some free tickets to Carnegie Hall for Stravinsky at 6 pm.,0
13728530,"Linh has just returned from the festival in San Sebastian, where she was interpreting for Chinese celebrities.",0
13728530,Juan got a new bike which he's fond of.,1
13728538,Smoking was banned on campus.,0
13728538,Felix is not happy about it.,1
13728538,Joan agrees with the ban.,2
13728544,Erick will pick Madison up after 19:00.,0
13728544,He will drive Madison to the house of Tom's parents in the Lake District and stay there for the night.,1
13728550,There is no need to buy plastic cups or cutlery.,0
13728550,Around 10 people are coming and Arthur should buy 1 litre of juice and soda per person.,1
13728550,The beverages should be of different flavours.,2
13728550,"Joanne will buy some nachos and Tracy will bring guacamole with 5 avocados, hummus, carrots and celery.",3
13728565,"Don and Sally don't like Sally's sister's boyfriend, but she's happy with him, so they'll have to put up with him.",0
13728565,She will not go to the meeting with Don and the others.,1
13728565,They really like her.,2
13728578,Jude told Kim he had a sexual encounter.,0
13728578,"Kevin, Alex and Sam are dating online.",1
13728578,Kevin encourages him to keep looking.,2
13728578,Kevin is soft and shy.,3
13728578,Jude and Kevin are just friends.,4
13728578,Robin made a profile on this website.,5
13728578,He showed Robin one dating website.,6
13728597,Donna doesn't like Peter's vintage shirt.,0
13728603,Erica is having trouble with calculus.,0
13728603,Erica will start a study group instead.,1
13728605,Lewis and Georgia gossip about Chrissy's feet and Chrissy's relationship.,0
13728606,Cece didn't find the serum in the store.,0
13728610,Long is studying Hotel Management in Switzerland.,0
13728621,Charlie is in New York.,0
13728621,Rachel will see Charlie when he's back in a week.,1
13728633,Logan is looking at cheap flights in winter.,0
13728633,Logan wants Eve to join him.,1
13728644-1,They are a young couple around Raoul and Janice's age.,0
13728644-1,Next week Raoul and Janice will bring a cake and introduce themselves to the new neighbours that are now moving in.,1
13728659,The date of photo shoot was changed to yesterday.,0
13728659,Makena is not ready yet.,1
13728695,Alex will pick chairs that match new table for Sarah.,0
13728695,"As the table is bonde wood, chrome or black would work well with it.",1
13728695,She will buy finder's fee and he will get a commission from the shop Nei Interiors.,2
13728708,"The match was sold out, but Brian's dad's friend is the team manager and he arranged the tickets.",0
13728708,Brian managed to get tickets for Lucas and Michael to the soccer match next week.,1
13728708,Lucas and Michael will give something to Brian and his dad to thank them.,2
13728721,Lisa is horrified because there is some animal above the kitchen celiling.,0
13728721,"She will barricade the door, bring wine and wait till Paul will come over.",1
13728746,Adrian will grab the orange tiles on Sophie request.,0
13728746,Sophie wants him to make sure they aren't too dark.,1
13728746,Adrian will see Sophie in a bit.,2
13728759,Nobody likes Summer's new hair style.,0
13728759,Max likes them straight.,1
13728761,"Tom will throw a surprise birthday party for Kate but he doesn't know all her friends, so Sharan will invite them.",0
13728761,Tom sent Sharan a card with all the details.,1
13728767-1,Karen got stuck on the road from the swimming pool to Waitrose so wants Peter to avoid it.,0
13728767-1,She's considering Vans.,1
13728767-1,Peter is not leaving until 6 as he he has to finish his presentation.,2
13728767-1,Karen will see Peter in a bit.,3
13728780,Lucas is going to play chess after school.,0
13728780,Zara recons it's an obsession.,1
13728784,Brian bought his last year and enjoys living there.,0
13728784,Hugh is looking for his own place.,1
13728784,Hugh and Brian might end up as neighbors.,2
13728785,The party is boring and Arnold is sleepy.,0
13728785,"Sophie could do the poll dance, but it would be better if Arnold did that.",1
13728794,Tom decided not to go studying abroad.,0
13728794,She thinks it would change her life for the better.,1
13728794,Victor's sister is thinking about it and he wants to help her make the right decision.,2
13728794,She will think what to do next.,3
13728801-1,"Sid will pick Rose up at 6, and she will pack him leftovers from the party at the office.",0
13728801-1,"What is left are meat dishes, soup and dessert.",1
13728805-1,Anna will sort the bathroom out on Jack's request.,0
13728805-1,Jack will sort the payment out with Gemma.,1
13728805-1,Anna wants chrome trims and grey grout.,2
13728805-1,Anna will leave the key for Jack tomorrow.,3
13728827,Terry reckons the new project will start next week but Adelaide finds it hard to believe.,0
13728827,Terry is looking forward to working there.,1
13728838,Tristan left his wallet at Laura's place.,0
13728838,Laura's place is messy after the party last night.,1
13728838,Tristan got the wallet from his grandfather.,2
13728838,Tristan will pick up the wallet later and help Laura clean up.,3
13728852,Karissa is watching the Millionaires and John is watching Prince is right.,0
13728852,"After the show, John will pick her up and they will go to McDonald's.",1
13728852,John hasn't eaten since breakfast and he will have a Big Mac combo.,2
13728852,Vikki's waiting for her father to pick her up in McDonald's.,3
13728852,"On their way, Karissa will pick up some notes from Lauren.",4
13728855,Ryan forgot to submit a programming project before the due date.,0
13728855,Ryan's teacher demands he deliver the project now.,1
13728855,Isaac sends Ryan a game he developed last semester.,2
13728866,Fin needs a laptop but he doesn't have money.,0
13728866,Chloe advices for a rental.,1
13728870,Olga is looking for a new job after just 3 months in a new place.,0
13728870,Her boss is harsh.,1
13728873,"He came to Owen and fixed the heating temporarily, but it's not working again.",0
13728873,It's too late for Owen to call them.,1
13728873,Owen can't fix the heating himself as he doesn't have the tools.,2
13728873,Owen will call them tomorrow morning.,3
13728883,Jude has tried online dating but didn't find anyone he would like.,0
13728883,She will answer the personality test questions.,1
13728892,"Vitor had 3 exams this week, one didn't go well.",0
13728892,"His grades from France were recognized by his university and some of them are good enough that he won't have to repeat the subjects, so he may be able to finish in one year.",1
13728892,"Joe has spent the week working on his dissertation, he has written 30 pages.",2
13728902,Ian and Marly are talking about the Dixie Chicks.,0
13728910,Internet connection is bad where Tom is.,0
13728910,Tom will send more materials from Ireland in a week.,1
13728910,Tom might need Vicki Ellen's help.,2
13728910,Tom wants to sell a moisture meter for grain-like materials in the UK that is already available in Poland.,3
13728910,Grain is Vicki Ellen's father's old business.,4
13728910,Tom visited India.,5
13728924,Tim and David are fed up with the internet speed.,0
13728924,Tim will call tech support tomorrow.,1
13728935,Alex likes Eli's friend and wants her number.,0
13728935,Eli won't give it to him as her friend has a boyfriend.,1
13728935,Alex will try to get it on his own.,2
13728936,Brigette is happy for them.,0
13728936,Justin is getting married.,1
13728936,He proposed to Michaela yesterday.,2
13728936,Justin will call parents to tell them about it.,3
13728957,Jake's apartment was burglarized.,0
13728957,The computer contains confidential files.,1
13728958,Beth wants to organize a girls weekend to celebrate her mother's 40th birthday.,0
13728958,She also wants to work at Deidre's beauty salon.,1
13728958,Deidre offers her a few hours on Saturdays as work experience.,2
13728968,The meeting is boring so she plays Angry Birds.,0
13728968,Lauren's birthday party is on Friday at her place.,1
13728968,Frances will attend.,2
13728983,Caro came back from her travelling.,0
13728983,Sybille is back from New Orleans and is seeing Caro at hers at 2 pm tomorrow.,1
13728983,Caro will be late as she's waiting for her mum.,2
13728983,Caro and Sybille are having a party this weekend.,3
13728985,Carmen had to change her mobile number and e-mail because of Mike.,0
13728985,Lizzy will go with Carmen to the police to show them his messages.,1
13728985,Lizzy reckons she should think about herself.,2
13728985,Carmen doesn't want to worry Mike's mum as she's sick.,3
13728995,"Roger got a Stilton from Mandy, who won it in a cheese tasting competition at Christmas party.",0
13728995,"In a three round competition, Mandy guessed all the cheeses, but got a second place after Dan.",1
13729010,"Payton recommends ""Hyperion"" by Dan Simmons to Max.",0
13729010,He will borrow it to Max.,1
13729012,Gina and Arnold are going to the gym before going away for the weekend.,0
13729012,Arnold likes meat very much.,1
13729031,Ann applied for postgraduate studies.,0
13729031,Ann wants to apply for a paid internship to gain experience.,1
13729031,Ann is ready to cut back on things for a couple of months.,2
13729047,Denise got a new job close to where she lives.,0
13729047,Denise is leaving the end of December.,1
13729047,Catherine will see Jane tonight.,2
13729047,Jane has been working here for almost a year.,3
13729047,Catherine and Jane are happy for her but would miss her.,4
13729058,Finn and Zadie are going to Elephant and Castle tomorrow at 2.,0
13729068,They will meet at the Indian place on Main Street at 1 pm tomorrow to discuss a few points.,0
13729068,Alison and Gill will meet in the centre in an hour and decide where to go.,1
13729107,Charlie is stressed out because he has loads to do.,0
13729107,Beatriz reckons it's the talk that is crucial.,1
13729107,Charlie will finish the summary and move on to more important tasks.,2
13729114,Debbie weren't at the meeting today.,0
13729114,She had a call from a new client.,1
13729114,"Meredith went out yesterday night with Annie and Melanie and she meta very handsome man, Sam.",2
13729114,Meredith is having a dinner with him at The Three Forks.,3
13729114,They talk about everything.,4
13729115,"Simon can't pick up the kids from school, because he has to finish a project at work.",0
13729115,She will reschedule the day and pick up the kids from school.,1
13729115,Shona reproached him for being irresponsible.,2
13729117,"Andy is going to buy a beige ""Monica 144"" sofabed.",0
13729117,He has to replace a part.,1
13729117,"Phuti recommends a mechanic for this car, the mechanic is called Mr J L B Matekone, his workshop is called Speedy Motors and it's stiuated on the Tlokweng Road.",2
13729121,S's dad is taking him to Spain at Christmas.,0
13729121,Kas is sorry for Chris.,1
13729121,Chris has already booked a childminder and made plans so is angry about it.,2
13729121,Chris tried to talk to him with no success.,3
13729128,Sonia is going to San Sebastian in a month.,0
13729128,Toni enjoyed her the airbnb place there.,1
13729128,Sonia isn't convinced about it and will let Toni know.,2
13729164,Ellen hates one of her workmates even though everyone else likes her.,0
13729164,Christina finds it funny.,1
13729179,Phoebe is buying her first car with aid from Ross.,0
13729208, Aryana will pick up some holly from Eva.,0
13729208,"Sandra will drop Denise off at 12 tomorrow and James is happy to have her, just like the last time.",1
13729240,Teddy is arriving without Sarah on the 30th at 1.00 pm and coming back on the 5th at 4 pm.,0
13729240,"The departure is at 5:56 on Saturday, arrival at 1:12 pm.",1
13729240,They will leave for the airport around 4:30.,2
13729240,"On Sunday, departure is at 6:29 and arrival at 11:59 pm.",3
13729240,Helena's address is Al Krakowska 241.,4
13729240,Helena will pick Teddy up from the airport on Friday.,5
13729245,"Harry is new at the university in a big city, and now he's feeling overwhelmed.",0
13729247,"Beverly got a rise, so she's not looking for a new job at the moment.",0
13729247,"Dorian has just had 4th job interview this week, for a data entry position.",1
13729247,"The interviewer was nice, but some questions he asked were strange.",2
13729247,Dorian should hear back from the interviewers next week.,3
13729270,Tom would like to meet with Jim to offer him an opportunity to work on a project together.,0
13729270,The objectives for the new project have been established but the company needs to find new financial resources.,1
13729270,They are going to talk about it tonight.,2
13729270,Jim is interested but would like more details before the meeting.,3
